Mission évangélique belge,"Rue de la Cité, 1A",6800 LIBRAMONT-CHEVIGNY ,LIBRAMONT-CHEVIGNY,6800,Mission Evangélique Belge,ARPEE
Armée du Salut,"Quai Bonaparte, 6",4020 LIEGE ,LIEGE,4020,Armée du Salut,ARPEE
Assemblée de Dieu - Eglise Nouvel Impact,"Rue Saint-Hubert, 3",4000 LIEGE ,LIEGE,4000,Assemblées de Dieu Francophones de Belgique,ARPEE
Eglise Belgo-slave,"Rue Lambert-le-Bègue, 6-8",4000 LIEGE ,LIEGE,4000,Assemblées de Dieu Francophones de Belgique,ARPEE
Eglise Chrétienne Evangélique de Liège,"Rue Louis Jamme, 51",4020 LIEGE ,LIEGE,4020,Concertation des Églises Indépendantes,ARPEE
Eglise évangélique arménienne,"Eglise de Saint-Pierre et Paul, Rue Ernest Marneffe",4020 LIEGE ,LIEGE,4020,Concertation des Églises Indépendantes,ARPEE
La Nouvelle Jérusalem,"Rue Winston Churchill, 369",4000 LIEGE ,LIEGE,4000,Église de Dieu en Belgique,ARPEE
Deutschsprachige evangelische Gemeinde,"Quai Godefroid-Kurth, 1",4000 LIEGE ,LIEGE,4000,Eglises affilié à l'EPUB,ARPEE
Eglise protestante unie de Belgique (Marcellis),"Quai Marcellis, 22",4020 LIEGE ,LIEGE,4020,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante unie de Belgique (Lambert-le-Bègue),"Rue Lambert-le-Bègue, 6-8",4000 LIEGE ,LIEGE,4000,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante unie de Belgique (Rédemption),"Quai Godefroid-Kurth, 1",4020 LIEGE ,LIEGE,4020,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante évangélique,"Rue des Croisiers, 12",4000 LIEGE ,LIEGE,4000,Association des Églises Protestantes Évangéliques de Belgique,ARPEE
Eglise adventiste,"Boulevard Frère Orban, 29",4000 LIEGE ,LIEGE,4000,Fédération des Eglises adventistes,ARPEE
Assemblée Protestante Baptiste,"Rue d'Amercoeur, 43",4020 LIEGE ,LIEGE,4020,Union des Baptistes en Belgique,ARPEE
Eglise baptiste italienne La Parole de la Grâce,"Rue Grétry, 97",4020 LIEGE ,LIEGE,4020,Eglises en entente administrative avec l'EPUB,ARPEE
Eglise Protestante Baptiste de Liège Académie,"Rue de l'Académie, 51",4000 LIEGE ,LIEGE,4000,Eglises en entente administrative avec l'EPUB,ARPEE
Eglise Protestante Baptiste de Glain,"Rue Félix Vandersnoeck, 34",4000 LIEGE ,LIEGE,4000,Eglises en entente administrative avec l'EPUB,ARPEE
Pinkstergemeente Jezus Leeft,Leopoldplein 24,2500 LIERRE ,LIERRE,2500,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Evangelisch Centrum De Brug,Kouter 30,9160 LOKEREN ,LOKEREN,9160,Vrije Evangelische Gemeenten,ARPEE
Christengemeente,Meerstraat 36/1,1840 LONDERZEEL ,LONDERZEEL,1840,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Christengemeente,Ringlaan 410,3630 MAASMECHELEN ,MAASMECHELEN,3630,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Heartbeat Church,Bedrijfsgebouwen Stillemans - Jan Tieboutstraat 21,1730 ASSE ,ASSE,1730,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Evangelische Christengemeente Vlaanderen,Karrewegel 47,9990 MALDEGEM ,MALDEGEM,9990,Evangelische Christengemeenten Vlaanderen,ARPEE
Eglise de Dieu,Rue Monbijou 43 c,4960 MALMEDY ,MALMEDY,4960,Église de Dieu en Belgique,ARPEE
Eglise Protestante Baptiste,"Rue de la Warchenne, 62",4960 MALMEDY ,MALMEDY,4960,Eglises en entente administrative avec l'EPUB,ARPEE
Vereinigte protestantische Kirche in Belgien,"Rue Abbé Péters, 42",4960 MALMEDY ,MALMEDY,4960,Eglise Protestante Unie de Belgique,ARPEE
Eglise Evangélique Sentinelle,"Rue Théophile Massart, 19",7170 MANAGE ,MANAGE,7170,Concertation des Églises Indépendantes,ARPEE
Communauté Chrétienne de la Famenne,"Salle « Les échos de la Wamme », Rue Félix Lefèvre, 7",6900 MARCHE-EN-FAMENNE ,MARCHE-EN-FAMENNE,6900,Union des Églises Évangéliques de Réveil,ARPEE
Eglise protestante baptiste,"Rue de l'Académie, 51",4000 LIEGE ,LIEGE,4000,Eglises en entente administrative avec l'EPUB,ARPEE
Adventkerk,Wagonstraat 20,2800 MECHELEN ,MECHELEN,2800,Fédération des Eglises adventistes,ARPEE
Christengemeenschap 't Lichtpunt,Lakenmakersstraat 233,2800 MECHELEN ,MECHELEN,2800,Overleg van Autonome Evangelische Gemeenten,ARPEE
LEEF! Mechelen,Stuivenbergbaan 137,2800 MECHELEN ,MECHELEN,2800,Verbond van Vlaamse Pinkstergemeenten,ARPEE
VPKB (Mechelen-Noord),Keizerstraat 26-28,2800 MECHELEN ,MECHELEN,2800,Eglise Protestante Unie de Belgique,ARPEE
PKB (Mechelen-Zuid),Zandpoortvest 27,2800 MECHELEN ,MECHELEN,2800,Eglise Protestante Unie de Belgique,ARPEE
Evangelische Christengemeente Vlaanderen,"Buurthuis Wijshagen, Dennenstraat 35",3670 MEEUWEN-GRUITRODE ,MEEUWEN-GRUITRODE,3670,Evangelische Christengemeenten Vlaanderen,ARPEE
Evangelische Kerk De Rank,Vrouwstraat 12,8940 GELUWE ,GELUWE,8940,Evangelische Christengemeenten Vlaanderen,ARPEE
Verenigde Protestantse Kerk in België,Stationsstraat 86,8930 MENIN ,MENIN,8930,Eglise Protestante Unie de Belgique,ARPEE
Movimento Missionário Jesus a Única Esperança (MMJUE),Statiestraat 158,2600 ANTWERPEN ,ANTWERPEN,2600,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Nehemia Ministries - Levend Water,"De Vierhoekhoeve, Brielstraat 71",9860 OOSTERZELE ,OOSTERZELE,9860,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Protestantse Baptistenkerk Bethel,Dorpsplein 40,8434 MIDDELKERKE ,MIDDELKERKE,8434,Union des Baptistes en Belgique,ARPEE
Christelijk Centrum De Regenboog,"Parochiecentrum, Kapellestraat 90",2400 MOL ,MOL,2400,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Deutschsprachige evangelische Gemeinde in der Provinz Antwerpen (DEGPA),"Kapel van de Sint-Odradakerk, Lindeplein 2",2400 MOL ,MOL,2400,Eglises affilié à l'EPUB,ARPEE
Centre Evangélique Viens et Vois,"Rue David, 1",7012 MONS ,MONS,7012,Assemblées de Dieu Francophones de Belgique,ARPEE
Eglise évangélique protestante Chrétiens en Action,"Rue du Delta, 3",7000 MONS ,MONS,7000,Concertation des Églises Indépendantes,ARPEE
Eglise Evangélique Protestante,"Chemin de la Procession, 235",7000 MONS ,MONS,7000,Concertation des Églises Indépendantes,ARPEE
Korean Mission Church,Chapel Center S.H.A.P.E.,7010 MONS ,MONS,7010,Concertation des Églises Indépendantes,ARPEE
Communauté chrétienne de Jemappes,"Rue des Veuves, 1",7012 MONS ,MONS,7012,Concertation des Églises Indépendantes,ARPEE
La Nouvelle Jérusalem,"Rue du Delta, 3",7000 MONS ,MONS,7000,Église de Dieu en Belgique,ARPEE
Eglise protestante unie de Belgique,"Rue du Cerisier, 2",7033 MONS ,MONS,7033,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante unie de Belgique,"Rue du Temple, 8",7011 MONS ,MONS,7011,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante unie de Belgique,"Avenue du Maréchal Foch, 826",7012 MONS ,MONS,7012,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante unie de Belgique,"Boulevard Dolez, 17",7000 MONS ,MONS,7000,Eglise Protestante Unie de Belgique,ARPEE
Assemblée chrétienne évangélique,Rue des Ecoliers,7000 MONS ,MONS,7000,Eglises en entente administrative avec l'EPUB,ARPEE
Eglise Protestante Baptiste La Colombe,"Chaussée du Roeulx, 34",7000 MONS ,MONS,7000,Union des Baptistes en Belgique,ARPEE
Centre Vie Nouvelle,"Quai des Otages, 1 (lieu dit : Pont-Canal)",7000 MONS ,MONS,7000,Union des Églises Évangéliques de Réveil,ARPEE
Assemblée protestante évangélique,"Rue Emile Vandervelde, 30",6110 MONTIGNY-LE-TILLEUL ,MONTIGNY-LE-TILLEUL,6110,Assemblées Protestantes Évangéliques de Belgique,ARPEE
Assemblée protestante évangélique,"Rue Ernest Solvay, 113",7141 MORLANWELZ ,MORLANWELZ,7141,Assemblées Protestantes Évangéliques de Belgique,ARPEE
Christengemeente,Hendrik Kuijpersstraat 60,2640 MORTSEL ,MORTSEL,2640,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Volle Evangelie Gemeente,Eggestraat 27,2640 MORTSEL ,MORTSEL,2640,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Zigeunerzending Leven en Licht,Gasthuishoeven,2640 MORTSEL ,MORTSEL,2640,Mission Tzigane Vie et Lumière,ARPEE
Eglise protestante évangélique,"Avenue Jean Jaurès, 126-128",7700 MOUSCRON ,MOUSCRON,7700,Association des Églises Protestantes Évangéliques de Belgique,ARPEE
Eglise adventiste,"Rue de Menin, 48",7700 MOUSCRON ,MOUSCRON,7700,Fédération des Eglises adventistes,ARPEE
Eglise Protestante évangélique charismatique Centre Vie Chrétienne,"Rue de Roubaix, 98",7700 MOUSCRON ,MOUSCRON,7700,Union des Églises Évangéliques de Réveil,ARPEE
Assemblée protestante évangélique,"Rue de Fernelmont, 52",5020 NAMUR ,NAMUR,5020,Assemblées Protestantes Évangéliques de Belgique,ARPEE
Eglise Evangélique Baptiste,"Rue de Dave, 26",5100 NAMUR ,NAMUR,5100,Association des Baptistes indépendants,ARPEE
emple Protestant Evangélique du Namurois,"Rue Denis-Georges Bayar, 50",5000 NAMUR ,NAMUR,5000,Concertation des Églises Indépendantes,ARPEE
La Nouvelle Jérusalem,"Rue Marie-Henriette, 37",5000 NAMUR ,NAMUR,5000,Église de Dieu en Belgique,ARPEE
Eglise protestante unie de Belgique,"Boulevard d'Herbatte, 33",5000 NAMUR ,NAMUR,5000,Eglise Protestante Unie de Belgique,ARPEE
Eglise adventiste,"Rue Haut de Bomel, 1",5003 NAMUR ,NAMUR,5003,Fédération des Eglises adventistes,ARPEE
Eglise Protestante Baptiste La Colombe,"Rue Léopold De Hulster, 67 A",5002 NAMUR ,NAMUR,5002,Union des Baptistes en Belgique,ARPEE
Belgische Evangelische Zending,"Sint-Tarcisiusinstituut, Predikherenstraat 1 B",3440 LÉAU ,LÉAU,3440,Mission Evangélique Belge,ARPEE
Christengemeente,Rector De Ramstraat 14,2560 NIJLEN ,NIJLEN,2560,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Eglise Evangélique Assemblée de Dieu,"Rue de Namur, 176",1400 NIVELLES ,NIVELLES,1400,Assemblées de Dieu Francophones de Belgique,ARPEE
La Nouvelle Jérusalem,"Boulevard des Archers, 12",1400 NIVELLES ,NIVELLES,1400,Onder de directe verantwoordelijkheid van de Uitvoerende Raad van de Federale Synode,ARPEE
Eglise protestante unie de Belgique,"Boulevard des Archers, 63",1400 NIVELLES ,NIVELLES,1400,Eglise Protestante Unie de Belgique,ARPEE
Eglise adventiste,"Boulevard des Archers, 63",1400 NIVELLES ,NIVELLES,1400,Fédération des Eglises adventistes,ARPEE
Adventkerk,Nijverheidsstraat 98,8400 OSTENDE ,OSTENDE,8400,Fédération des Eglises adventistes,ARPEE
Evangelical Christian Fellowship,Overvloedstraat 2,8400 OSTENDE ,OSTENDE,8400,Free Methodist Church,ARPEE
Pinkstergemeente De Bron,Bronstraat 8,8400 OSTENDE ,OSTENDE,8400,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Verenigde Protestantse Kerk in België,Velodroomstraat 26-28,8400 OSTENDE ,OSTENDE,8400,Eglise Protestante Unie de Belgique,ARPEE
Evangelische Kerk,Stuiverstraat 196,8400 OSTENDE ,OSTENDE,8400,Vrije Evangelische Gemeenten,ARPEE
Evangelische Kerk,Leegstraat 208,8780 OOSTROZEBEKE ,OOSTROZEBEKE,8780,Vrije Evangelische Gemeenten,ARPEE
Eglise protestante unie de Belgique,"Chapelle des Bruyères, Avenue de la Palette, 11/003",1348 OTTIGNIES-LOUVAIN-LA-NEUVE ,OTTIGNIES-LOUVAIN-LA-NEUVE,1348,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante évangélique,"Rue des Fusillés, 37",1340 OTTIGNIES-LOUVAIN-LA-NEUVE ,OTTIGNIES-LOUVAIN-LA-NEUVE,1340,Association des Églises Protestantes Évangéliques de Belgique,ARPEE
Eglise Protestante Baptiste,"Rue des Sports, 2",1348 OTTIGNIES-LOUVAIN-LA-NEUVE ,OTTIGNIES-LOUVAIN-LA-NEUVE,1348,Union des Baptistes en Belgique,ARPEE
Christelijke Gemeenschap Oudenaarde,Blekerijstraat 15,9700 AUDENARDE ,AUDENARDE,9700,Vrije Evangelische Gemeenten,ARPEE
Protestantse Gemeente 'W.O.T.O.',"Kapel Zavelenborre, Frans Verbeekstraat 158 A",3090 OVERIJSE ,OVERIJSE,3090,Eglise Protestante Unie de Belgique,ARPEE
Evangelische Christengemeente Vlaanderen,"Cultureel Centrum Palethe, Jeugdlaan 2",3900 OVERPELT ,OVERPELT,3900,Evangelische Christengemeenten Vlaanderen,ARPEE
Evangelische Christengemeente Vlaanderen,"Cultureel Centrum 't Poorthuis, Zuidervest 2 A",3990 POIRE ,POIRE,3990,Evangelische Christengemeenten Vlaanderen,ARPEE
Evangelische Christengemeente Vlaanderen,Achterstraat 108,3990 POIRE ,POIRE,3990,Evangelische Christengemeenten Vlaanderen,ARPEE
Eglise Protestante Baptiste,"Boulevard Léopold III, 90",7600 PERUWELZ ,PERUWELZ,7600,Union des Baptistes en Belgique,ARPEE
Mission évangélique belge,"Rue de Neuville, 33",6340 PHILIPPEVILLE ,PHILIPPEVILLE,6340,Mission Evangélique Belge,ARPEE
Temple Evangélique,"Rue Objou, 10 A",6230 PONT-A-CELLES ,PONT-A-CELLES,6230,Concertation des Églises Indépendantes,ARPEE
Evangelische Kerk,Grote Markt 35,8970 POPERINGE ,POPERINGE,8970,Vrije Evangelische Gemeenten,ARPEE
Armée du Salut,"Rue de Monsville, 47",7390 QUAREGNON ,QUAREGNON,7390,Armée du Salut,ARPEE
Eglise Evangélique de Pentecôte La Bonne Nouvelle,"Rue de Picquery, 110",7390 QUAREGNON ,QUAREGNON,7390,Assemblées de Dieu Francophones de Belgique,ARPEE
Eglise protestante unie de Belgique,"Rue Paul Pastur, 100",7390 QUAREGNON ,QUAREGNON,7390,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante évangélique,"Rue de la Gare, 5",7380 QUIEVRAIN ,QUIEVRAIN,7380,Association des Églises Protestantes Évangéliques de Belgique,ARPEE
Communauté chrétienne l'Eau Vive,"Rue de Valenciennes, 28",7380 QUIEVRAIN ,QUIEVRAIN,7380,Réseau Antioche,ARPEE
Adventkerk,Laarstraat 25,2520 RANST ,RANST,2520,Fédération des Eglises adventistes,ARPEE
Assemblée protestante évangélique,"Rue du Bois Pirart, 127",1332 RIXENSART ,RIXENSART,1332,Assemblées Protestantes Évangéliques de Belgique,ARPEE
Eglise protestante unie de Belgique,"Rue Haute, 26 A",1330 RIXENSART ,RIXENSART,1330,Eglise Protestante Unie de Belgique,ARPEE
House Church,"Avenue Gevaert, 254",1332 RIXENSART ,RIXENSART,1332,Réseau Antioche,ARPEE
Association des Baptistes Indépendants - Eglise Baptiste Biblique,"Avenue de Merode, 2",1330 RIXENSART ,RIXENSART,1330,Association des Baptistes indépendants,ARPEE
Eglise protestante évangélique,"Avenue de Ninove, 152",5580 ROCHEFORT ,ROCHEFORT,5580,Association des Églises Protestantes Évangéliques de Belgique,ARPEE
Evangelische Kerk,Henri Horriestraat 38,8800 ROULERS ,ROULERS,8800,Evangelische Christengemeenten Vlaanderen,ARPEE
Pinkstergemeente De Roepstem,Bollenstraat 21 B,8800 ROULERS ,ROULERS,8800,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Verenigde Protestantse Kerk in België,Jan Mahieustraat 21,8800 ROULERS ,ROULERS,8800,Eglise Protestante Unie de Belgique,ARPEE
Praise Center,Politiekegevangenenstraat 31,9600 RENAIX ,RENAIX,9600,Concertation des Églises Indépendantes,ARPEE
Protestantse Kerk Ronse - Hemelvaartskerk,Bredestraat 82,9600 RENAIX ,RENAIX,9600,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante unie de Belgique,Rue du Temple s/n,7618 RUMES ,RUMES,7618,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante évangélique,"Rue Basse Marquet, 72",4470 SAINT-GEORGES-SUR-MEUSE ,SAINT-GEORGES-SUR-MEUSE,4470,Association des Églises Protestantes Évangéliques de Belgique,ARPEE
Eglise protestante unie de Belgique,"Rue des Juifs, 124",7331 SAINT-GHISLAIN ,SAINT-GHISLAIN,7331,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante unie de Belgique,"Rue du Port, 38",7330 SAINT-GHISLAIN ,SAINT-GHISLAIN,7330,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante évangélique,"Avenue du Cimetière, 19",5060 SAMBREVILLE ,SAMBREVILLE,5060,Association des Églises Protestantes Évangéliques de Belgique,ARPEE
Freie evangelische Gemeinde,Malmedyer Straße 97 A,4780 SAINT VITH ,SAINT VITH,4780,Vrije Evangelische Gemeenten,ARPEE
Armée du Salut,"Rue du Canal, 15",4100 SERAING ,SERAING,4100,Armée du Salut,ARPEE
La Nouvelle Jérusalem,"Rue Gustave Baivy, 139",4101 SERAING ,SERAING,4101,Église de Dieu en Belgique,ARPEE
Eglise protestante unie de Belgique (Seraing-Centre),"Rue Ferrer, 100",4100 SERAING ,SERAING,4100,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante unie de Belgique (Seraing-Haut),"Rue du Chêne, 384",4100 SERAING ,SERAING,4100,Eglise Protestante Unie de Belgique,ARPEE
Chapelle Protestante Baptiste,"Rue de Montegnée, 40-42",4101 SERAING ,SERAING,4101,Eglises en entente administrative avec l'EPUB,ARPEE
Christian Center,Steenweg op Waterloo 47,1640 RHODE-SAINT-GENÈSE ,RHODE-SAINT-GENÈSE,1640,Verbond van Vlaamse Pinkstergemeenten,ARPEE
La Nouvelle Jérusalem,Antwerpsesteenweg 98 B,9100 SAINT-NICOLAS ,SAINT-NICOLAS,9100,Église de Dieu en Belgique,ARPEE
Christengemeente De Regenboog,Kokkelbeekstraat 57,9100 SAINT-NICOLAS ,SAINT-NICOLAS,9100,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Vrije Evangelische Gemeente,Stationsstraat 27,9100 SAINT-NICOLAS ,SAINT-NICOLAS,9100,Vrije Evangelische Gemeenten,ARPEE
Evangelische Gemeenschap De Rots,Leopold II straat 15,3800 SAINT-TROND ,SAINT-TROND,3800,Overleg van Autonome Evangelische Gemeenten,ARPEE
Eglise protestante évangélique,"Rue Félix-Joseph Clerbois, 71",7060 SOIGNIES ,SOIGNIES,7060,Association des Églises Protestantes Évangéliques de Belgique,ARPEE
Centre Chrétien Emmanuel,"Rue de la Sauvenière, 16",4900 SPA ,SPA,4900,Concertation des Églises Indépendantes,ARPEE
Eglise protestante unie de Belgique,"Rue Brixhe, 24",4900 SPA ,SPA,4900,Eglise Protestante Unie de Belgique,ARPEE
Evangelische Kerk Effatha,Marktplaats 5+,8840 STADEN ,STADEN,8840,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Evangelische Christengemeente Vlaanderen,"Zaal Kraanhof, Geelsebaan",3980 TESSENDERLO ,TESSENDERLO,3980,Evangelische Christengemeenten Vlaanderen,ARPEE
Protestantse Kerk De Goede Herder,Rutterweg 32,3700 TONGRES ,TONGRES,3700,Gereformeerd Overleg Vlaanderen,ARPEE
Evangelische Gemeente Maranatha,Zagerijstraat 11,3700 TONGRES ,TONGRES,3700,Onder de directe verantwoordelijkheid van de Uitvoerende Raad van de Federale Synode,ARPEE
Christengemeente Het Levende Brood,Bakvoordestraat 19,8820 TORHOUT ,TORHOUT,8820,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Centre Vie Chrétienne,"Rue du Nord, 89",7500 TOURNAI ,TOURNAI,7500,Concertation des Églises Indépendantes,ARPEE
La Nouvelle Jérusalem,"Rue de Marvis, 8",7500 TOURNAI ,TOURNAI,7500,Onder de directe verantwoordelijkheid van de Uitvoerende Raad van de Federale Synode,ARPEE
Eglise protestante unie de Belgique,"Rue Barre Saint-Brice, 14",7500 TOURNAI ,TOURNAI,7500,Eglise Protestante Unie de Belgique,ARPEE
Eglise Protestante Baptiste,"Chaussée de Bruxelles, 192",7500 TOURNAI ,TOURNAI,7500,Union des Baptistes en Belgique,ARPEE
The Redeemed Christian Church of God - House of Prayer,Konigin Astridlann 2,8020 BRUGGE ,BRUGGE,8020,Redeemed Christian Church of God,ARPEE
Eglise protestante évangélique,"Rue des Forges, 147",1480 TUBIZE ,TUBIZE,1480,Assemblées de Dieu Francophones de Belgique,ARPEE
Eglise protestante unie de Belgique,"Rue Saint-Jean, 62",1480 TUBIZE ,TUBIZE,1480,Eglise Protestante Unie de Belgique,ARPEE
Christelijk Centrum Turnhout,Gildenstraat 54,2300 TURNHOUT ,TURNHOUT,2300,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Protestantse Kerk van Turnhout,Steenweg op Gierle 188,2300 TURNHOUT ,TURNHOUT,2300,Eglise Protestante Unie de Belgique,ARPEE
Evangelisch Centrum Turnhout,Guldensporenlei 27,2300 TURNHOUT ,TURNHOUT,2300,Vrije Evangelische Gemeenten,ARPEE
Armée du Salut,"Rue Thil Lorrain, 11",4800 VERVIERS ,VERVIERS,4800,Armée du Salut,ARPEE
Eglise évangélique de Verviers-Harmonie,"Rue Lucien Defays, 12",4800 VERVIERS ,VERVIERS,4800,Assemblées de Dieu Francophones de Belgique,ARPEE
Eglise de la Nouvelle Alliance,"Rue de Hodimont, 27",4800 VERVIERS ,VERVIERS,4800,Concertation des Églises Indépendantes,ARPEE
Eglise protestante unie de Belgique (Hodimont),"Rue de la Montagne de l'Invasion, 8",4800 VERVIERS ,VERVIERS,4800,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante unie de Belgique (Laoureux),"Rue Laoureux, 33-35",4800 VERVIERS ,VERVIERS,4800,Eglise Protestante Unie de Belgique,ARPEE
Eglise adventiste,"Rue des Déportés, 74",4800 VERVIERS ,VERVIERS,4800,Fédération des Eglises adventistes,ARPEE
Christelijke Kerk Bethanië,Rollewagenstraat 76 A,1800 VILVORDE ,VILVORDE,1800,Overleg van Autonome Evangelische Gemeenten,ARPEE
William Tyndale-Silo Kerk,Rondeweg 3/01,1800 VILVORDE ,VILVORDE,1800,Eglise Protestante Unie de Belgique,ARPEE
Mission évangélique belge,"Rue du Temple, 1",6762 VIRTON ,VIRTON,6762,Mission Evangélique Belge,ARPEE
Eglise protestante unie de Belgique,"Rue Vieille-Voie, 14",4602 VISÉ ,VISÉ,4602,Eglise Protestante Unie de Belgique,ARPEE
Eglise Vie et Lumière,Rue Fernand Piette,4520 WANZE ,WANZE,4520,Mission Tzigane Vie et Lumière,ARPEE
Christen Centrum Waregem,"Parochiaal Centrum De Ark, Zuiderlaan 44 A",8790 WAREGEM ,WAREGEM,8790,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Eglise adventiste roumaine,"Chaussée d'Alsemberg, 207",1420 BRAINE-L'ALLEUD ,BRAINE-L'ALLEUD,1420,Fédération des Eglises adventistes,ARPEE
La Nouvelle Jérusalem,Rue de la Station 135,1410 WATERLOO ,WATERLOO,1410,Église de Dieu en Belgique,ARPEE
Eglise protestante évangélique de Wavre,"Rue Provinciale, 243",1301 WAVRE ,WAVRE,1301,Concertation des Églises Indépendantes,ARPEE
La Nouvelle Jérusalem,"Rue de Nivelles, 57-63",1300 WAVRE ,WAVRE,1300,Église de Dieu en Belgique,ARPEE
Eglise protestante unie de Belgique,"Avenue de la Belle Voie, 15",1300 WAVRE ,WAVRE,1300,Eglise Protestante Unie de Belgique,ARPEE
Verenigde Protestantse Kerk in België,Spoorwegstraat 18,8560 WEVELGEM ,WEVELGEM,8560,Eglise Protestante Unie de Belgique,ARPEE
Eglise Protestante Evangélique de Kraainem et de Wezembeek-Oppem,Arthur Dezangrélaan 3,1950 KRAAINEM ,KRAAINEM,1950,Onder de directe verantwoordelijkheid van de Uitvoerende Raad van de Federale Synode,ARPEE
International Baptist Church (IBC),Lange Eikstraat 76-78,1970 WEZEMBEEK-OPPEM ,WEZEMBEEK-OPPEM,1970,Eglises en entente administrative avec l'EPUB,ARPEE
Korean Church of Brussels,Museumlaan 2,1970 WEZEMBEEK-OPPEM ,WEZEMBEEK-OPPEM,1970,Eglises affilié à l'EPUB,ARPEE
Vrije Evangelische Gemeente,Dr. Persoonslaan 22,2830 WILLEBROEK ,WILLEBROEK,2830,Vrije Evangelische Gemeenten,ARPEE
Vrije Evangelische Gemeente,Fabriekstraat 63,1930 ZAVENTEM ,ZAVENTEM,1930,Vrije Evangelische Gemeenten,ARPEE
Christengemeente,Zavelstraat 71 A,3520 ZONHOVEN ,ZONHOVEN,3520,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Christengemeente De Hoeksteen,Bijlokestraat 72,9620 ZOTTEGEM ,ZOTTEGEM,9620,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Volle Evangeliekerk De Herberg,Avelgemstraat 78 A,8550 ZWEVEGEM ,ZWEVEGEM,8550,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Baptistenkerk Antwerpen,Heer van Bergenstraat 1,2050 ANTWERPEN ,ANTWERPEN,2050,Association des Baptistes indépendants,ARPEE
Freedom Ministries,Alfons Schneiderlaan 211,2100 ANTWERPEN ,ANTWERPEN,2100,Verbond van Vlaamse Pinkstergemeenten,ARPEE
The Redeemed Christian Church of God - Christ's Love Assembly,Rue de l'Instruction 112 (3ème étage),1070 BRUSSEL-ANDERLECHT ,BRUSSEL-ANDERLECHT,1070,Redeemed Christian Church of God,ARPEE
The Redeemed Christian Church of God - Faith Tabernacle,Adolphe Baeyensstraat 56,9040 GAND ,GAND,9040,Redeemed Christian Church of God,ARPEE
Assembléia de Deus Missionária,"Rue Théodore Verhaegen, 9",1060 BRUSSEL-SINT-GILLIS ,BRUSSEL-SINT-GILLIS,1060,Réseau Antioche,ARPEE
Eglise St.-Luc,"Chaussée de Mons, 614",1070 BRUSSEL-ANDERLECHT ,BRUSSEL-ANDERLECHT,1070,Réseau Antioche,ARPEE
Christian Associates International - The Well,"Bouche à Oreille, Place Van Meyel 15 A",1040 BRUSSEL-ETTERBEEK ,BRUSSEL-ETTERBEEK,1040,Réseau Antioche,ARPEE
Word Communication Ministries,"Rue Uyttenhove, 51 (côté droit)",1090 BRUSSEL-JETTE ,BRUSSEL-JETTE,1090,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Igreja Pentecostal Deus é Fiel,"Rue Charles Parenté, 28 A (2° étage)",1070 BRUSSEL-ANDERLECHT ,BRUSSEL-ANDERLECHT,1070,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Communauté Chrétienne de Maisons,"Eglise catholique romaine Notre-Dame du Bon Secours, Les Marnières, 2",4400 FLEMALLE ,FLEMALLE,4400,Concertation des Églises Indépendantes,ARPEE
Eglise Evangélique Mamré,"Rue Léon Dosimont, 7",5170 PROFONDEVILLE ,PROFONDEVILLE,5170,Assemblées de Dieu Francophones de Belgique,ARPEE
Assembléia de Deus - Nova Geração,Statiestraat 35,2600 ANTWERPEN ,ANTWERPEN,2600,Onder de directe verantwoordelijkheid van de Uitvoerende Raad van de Federale Synode,ARPEE
