International Protestant Church,"Eglise Notre Dame du Blankedelle, Avenue des Héros, 40",1160 BRUSSEL-OUDERGEM ,BRUSSEL-OUDERGEM,1160,Eglise Protestante Unie de Belgique,ARPEE
Eglise Evangélique Arménienne,"Avenue des Iles d'Or, 15",1200 BRUSSEL-SINT-LAMBRECHTS-WOLUWE ,BRUSSEL-SINT-LAMBRECHTS-WOLUWE,1200,Concertation des Églises Indépendantes,ARPEE
Église Protestante Évangélique de Bruxelles-Woluwe,"Avenue A.J. Slegers, 96",1200 BRUSSEL-SINT-LAMBRECHTS-WOLUWE ,BRUSSEL-SINT-LAMBRECHTS-WOLUWE,1200,Association des Églises Protestantes Évangéliques de Belgique,ARPEE
Eglise adventiste,"Avenue des Iles d'Or, 15",1200 BRUSSEL-SINT-LAMBRECHTS-WOLUWE ,BRUSSEL-SINT-LAMBRECHTS-WOLUWE,1200,Fédération des Eglises adventistes,ARPEE
Communauté Chrétienne de Stockel,"Avenue Edmond Parmentier, 250",1150 BRUSSEL-SINT-PIETERS-WOLUWE ,BRUSSEL-SINT-PIETERS-WOLUWE,1150,Concertation des Églises Indépendantes,ARPEE
Deutschsprachige evangelische Gemeinde,"Avenue Salomé, 7",1150 BRUSSEL-SINT-PIETERS-WOLUWE ,BRUSSEL-SINT-PIETERS-WOLUWE,1150,Eglises affilié à l'EPUB,ARPEE
Communauté Chrétienne de Bruxelles-Est,"Fraternités du Bon Pasteur, Rue au Bois, 365 B",1150 BRUSSEL-SINT-PIETERS-WOLUWE ,BRUSSEL-SINT-PIETERS-WOLUWE,1150,Réseau Antioche,ARPEE
All Lutheran Church of Brussels,"Avenue Salomé, 7",1150 BRUSSEL-SINT-PIETERS-WOLUWE ,BRUSSEL-SINT-PIETERS-WOLUWE,1150,Eglises Luthériennes,ARPEE
Eglise protestante évangélique,"Rue Émile Vandervelde, 59",7160 CHAPELLE-LEZ-HERLAIMONT ,CHAPELLE-LEZ-HERLAIMONT,7160,Association des Églises Protestantes Évangéliques de Belgique,ARPEE
Armée du Salut,"Rue Louis Biernaux, 111-113",6040 CHARLEROI ,CHARLEROI,6040,Armée du Salut,ARPEE
Assemblée de Dieu,"Avenue de l'Europe, 44",6000 CHARLEROI ,CHARLEROI,6000,Assemblées de Dieu Francophones de Belgique,ARPEE
Assemblée de Dieu - Mission Evangélique La Bonne Nouvelle,"Avenue de l'Europe, 44",6000 CHARLEROI ,CHARLEROI,6000,Assemblées de Dieu Francophones de Belgique,ARPEE
Centre évangélique Vie Nouvelle,"Rue du Vigneron, 142",6043 CHARLEROI ,CHARLEROI,6043,Assemblées de Dieu Francophones de Belgique,ARPEE
Assemblée évangélique de Réveil,"Rue Sainte-Agnès, 1",6060 CHARLEROI ,CHARLEROI,6060,Assemblées de Dieu Francophones de Belgique,ARPEE
Centre évangélique,"Rue des Nutons, 256",6060 CHARLEROI ,CHARLEROI,6060,Onder de directe verantwoordelijkheid van de Uitvoerende Raad van de Federale Synode,ARPEE
La Voix de l'Evangile,"Rue Léon Dubois, 299",6030 CHARLEROI ,CHARLEROI,6030,Assemblées de Dieu Francophones de Belgique,ARPEE
Mission évangélique de Réveil « Foi et Lumière »,"Rue Napoléon Lejong, 46",6032 CHARLEROI ,CHARLEROI,6032,Onder de directe verantwoordelijkheid van de Uitvoerende Raad van de Federale Synode,ARPEE
Dynamic Faith Ministry International,Hogeweg,2140 ANTWERPEN ,ANTWERPEN,2140,Redeemed Christian Church of God,ARPEE
Assemblée protestante évangélique,"Rue de Bayemont, 35",6040 CHARLEROI ,CHARLEROI,6040,Assemblées Protestantes Évangéliques de Belgique,ARPEE
Assemblée protestante évangélique,"Rue Séraphin Antoine, 89",6032 CHARLEROI ,CHARLEROI,6032,Assemblées Protestantes Évangéliques de Belgique,ARPEE
La Nouvelle Jérusalem,"Rue de Jumet, 328",6030 CHARLEROI ,CHARLEROI,6030,Église de Dieu en Belgique,ARPEE
Deutschsprachige evangelische Gemeinde,"Rue Charbonnel, 121",6043 CHARLEROI ,CHARLEROI,6043,Eglises affilié à l'EPUB,ARPEE
Eglise protestante unie de Belgique,"Boulevard Audent, 20",6000 CHARLEROI ,CHARLEROI,6000,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante unie de Belgique,"Rue du Marabout, 71",6060 CHARLEROI ,CHARLEROI,6060,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante unie de Belgique,"Rue François Dewiest, 42",6040 CHARLEROI ,CHARLEROI,6040,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante unie de Belgique,"Rue de Beaumont, 206",6030 CHARLEROI ,CHARLEROI,6030,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante unie de Belgique,"Rue du Temple, 38",6001 CHARLEROI ,CHARLEROI,6001,Eglise Protestante Unie de Belgique,ARPEE
Eglise réformée de Ransart,"Rue Charbonnel, 121",6043 CHARLEROI ,CHARLEROI,6043,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante évangélique (Charleroi-Nord),"Rue Emile Vandervelde, 11",6000 CHARLEROI ,CHARLEROI,6000,Association des Églises Protestantes Évangéliques de Belgique,ARPEE
Eglise protestante évangélique,"Rue Emile Vandervelde, 13",6010 CHARLEROI ,CHARLEROI,6010,Association des Églises Protestantes Évangéliques de Belgique,ARPEE
Eglise protestante évangélique,"Rue des Cayats, 190",6001 CHARLEROI ,CHARLEROI,6001,Association des Églises Protestantes Évangéliques de Belgique,ARPEE
Eglise adventiste,"Rue Émile Vandervelde, 16",6040 CHARLEROI ,CHARLEROI,6040,Fédération des Eglises adventistes,ARPEE
Temple Evangélique Baptiste,"Rue de la Tombe, 110",6032 CHARLEROI ,CHARLEROI,6032,Union des Baptistes en Belgique,ARPEE
Diffusion de l'Evangile,"Rue de Mons, 106",6031 CHARLEROI ,CHARLEROI,6031,Union des Églises Évangéliques de Réveil,ARPEE
Église Évangelique de Reveil,"Rue Joseph Wauters, 15-17",6020 CHARLEROI ,CHARLEROI,6020,Assemblées de Dieu Francophones de Belgique,ARPEE
Eglise protestante évangélique,"Rue des Gaux, 19",6200 CHÂTELET ,CHÂTELET,6200,Association des Églises Protestantes Évangéliques de Belgique,ARPEE
Eglise apostolique,"Rue de la Station, 7",7950 CHIEVRES ,CHIEVRES,7950,Église Apostolique,ARPEE
Eglise protestante unie de Belgique,"Rue du Château, 8",6460 CHIMAY ,CHIMAY,6460,Eglise Protestante Unie de Belgique,ARPEE
Centre évangélique,"Rue du Centre, 46",5590 CINEY ,CINEY,5590,Assemblées de Dieu Francophones de Belgique,ARPEE
Assemblée protestante évangélique,"Rue des Frères Defuisseaux, 41",7340 COLFONTAINE ,COLFONTAINE,7340,Assemblées Protestantes Évangéliques de Belgique,ARPEE
Jours-Chrétiens,"Rue de la Louise, 15",7340 COLFONTAINE ,COLFONTAINE,7340,Concertation des Églises Indépendantes,ARPEE
Eglise Protestante Evangélique,"Rue des Brasseries, 3-5",7340 COLFONTAINE ,COLFONTAINE,7340,Concertation des Églises Indépendantes,ARPEE
Eglise apostolique,"Rue du Pont d'Arcole, 62",7340 COLFONTAINE ,COLFONTAINE,7340,Église Apostolique,ARPEE
Eglise protestante unie de Belgique,"Rue Jean-Baptiste Clément, 2",7340 COLFONTAINE ,COLFONTAINE,7340,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante unie de Belgique (Grand-Wasmes),"Rue Saint-Pierre, 31",7340 COLFONTAINE ,COLFONTAINE,7340,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante unie de Belgique (Petit-Wasmes),"Rue Pasteur L'Host, 1",7340 COLFONTAINE ,COLFONTAINE,7340,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante évangélique,"Pavé de Warquignies, 152",7340 COLFONTAINE ,COLFONTAINE,7340,Association des Églises Protestantes Évangéliques de Belgique,ARPEE
Eglise protestante unie de Belgique,"Rue de Wervicq, 111",7780 COMINES-WARNETON ,COMINES-WARNETON,7780,Eglise Protestante Unie de Belgique,ARPEE
Armée du Salut,"Rue Général de Gaulle, 145",6180 COURCELLES ,COURCELLES,6180,Armée du Salut,ARPEE
Assemblée Chrétienne,"Rue de Forrière, 321",6180 COURCELLES ,COURCELLES,6180,Concertation des Églises Indépendantes,ARPEE
Eglise protestante unie de Belgique,"Rue du Temple, 62",6180 COURCELLES ,COURCELLES,6180,Eglise Protestante Unie de Belgique,ARPEE
Baptistengemeente Brugge (Brugge Baptist Church),Bruggesteenweg 3,8430 DAMME ,DAMME,8430,Association des Baptistes indépendants,ARPEE
Adventkerk,Brouwerstraat 100,8660 DE PANNE ,DE PANNE,8660,Fédération des Eglises adventistes,ARPEE
Verenigde Protestantse Kerk in België,Brouwersstraat 100,8660 DE PANNE ,DE PANNE,8660,Eglise Protestante Unie de Belgique,ARPEE
Evangelische Kerk Eben-Haezer,Ambachtstraat 35,8660 DE PANNE ,DE PANNE,8660,Vrije Evangelische Gemeenten,ARPEE
Belgische Evangelische Zending,"O.C.M.W.-Dienstencentrum Elfdorpen, Ghesquièrestraat 15",9800 DEINZE ,DEINZE,9800,Mission Evangélique Belge,ARPEE
Verenigde Protestantse Kerk in België,Koningin Astridstraat 25,9470 DENDERLEEUW ,DENDERLEEUW,9470,Eglise Protestante Unie de Belgique,ARPEE
Adventkerk,Krekelhoek 9,9200 DENDERMONDE ,DENDERMONDE,9200,Fédération des Eglises adventistes,ARPEE
Verenigde Protestantse Kerk in België,Lindanusstraat 2,9200 DENDERMONDE ,DENDERMONDE,9200,Eglise Protestante Unie de Belgique,ARPEE
Vrije Evangelische Gemeente,Kempenstraat 70,3590 DIEPENBEEK ,DIEPENBEEK,3590,Vrije Evangelische Gemeenten,ARPEE
Christengemeente De Ark,"Diocesane Middenschool, Mariëndaalstraat 44",3290 DIEST ,DIEST,3290,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Evangelische Kerk,Vredestraat 9 A,8600 DIKSMUIDE ,DIKSMUIDE,8600,Mission Evangélique Belge,ARPEE
Evangelische Christenen Dilbeek en omstreken,"Ontmoetingscentrum Westrand, lokaal 304, Kamerijklaan 1",1700 DILBEEK ,DILBEEK,1700,Vrije Evangelische Gemeenten,ARPEE
Levend Woord Maasland,Vlessersweg 54,3650 DILSEN-STOKKEM ,DILSEN-STOKKEM,3650,Overleg van Autonome Evangelische Gemeenten,ARPEE
Centre Evangélique,"Rue de Philippeville, 151",5500 DINANT ,DINANT,5500,Assemblées de Dieu Francophones de Belgique,ARPEE
Eglise protestante unie de Belgique,"Eglise Saint-Georges, Rue Gustave Poncelet, 20",5500 DINANT ,DINANT,5500,Eglise Protestante Unie de Belgique,ARPEE
Temple de Dour et des Hauts Pays,"Rue du Roi Albert, 56",7370 DOUR ,DOUR,7370,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante évangélique,"Rue de Boussu, 53",7370 DOUR ,DOUR,7370,Association des Églises Protestantes Évangéliques de Belgique,ARPEE
Eglise adventiste,"Rue de la Fontaine, 46 B",7370 DOUR ,DOUR,7370,Fédération des Eglises adventistes,ARPEE
Eglise protestante unie de Belgique,"Rue de la Haie, 33",7190 ECAUSSINNES ,ECAUSSINNES,7190,Eglise Protestante Unie de Belgique,ARPEE
Evangelische kerk De Ark,Zeelaan 22,9900 EEKLO ,EEKLO,9900,Evangelische Christengemeenten Vlaanderen,ARPEE
Eglise protestante évangélique,"Route de Cortil Wodon, 76",5310 EGHEZEE ,EGHEZEE,5310,Association des Églises Protestantes Évangéliques de Belgique,ARPEE
Eglise protestante unie de Belgique,Chapelle de la Dodane,7850 ENGHIEN ,ENGHIEN,7850,Eglise Protestante Unie de Belgique,ARPEE
Freie evangelische Gemeinde,Malmedyer Straße 25,4700 EUPEN ,EUPEN,4700,Mission Evangélique Belge,ARPEE
Friedenskirche,Klötzerbahn,4700 EUPEN ,EUPEN,4700,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante La Bonne Nouvelle,"Rue des Marais, 41",6240 FARCIENNES ,FARCIENNES,6240,Assemblées de Dieu Francophones de Belgique,ARPEE
Eglise protestante unie de Belgique,"Rue Carlo Hénin, 98",6240 FARCIENNES ,FARCIENNES,6240,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante unie de Belgique,"Rue de la Fontaine, 256",4400 FLEMALLE ,FLEMALLE,4400,Eglise Protestante Unie de Belgique,ARPEE
Assemblée Protestante Baptiste,"Rue Arsène Falla, 6",4621 FLERON ,FLERON,4621,Eglises en entente administrative avec l'EPUB,ARPEE
Centre évangélique Vie et Paix,"Rue Joseph Lefèbvre, 11",6220 FLEURUS ,FLEURUS,6220,Assemblées de Dieu Francophones de Belgique,ARPEE
La Nouvelle Jérusalem,"Rue de la Station, 62",6220 FLEURUS ,FLEURUS,6220,Église de Dieu en Belgique,ARPEE
Eglise protestante unie de Belgique,"Rue de Soulme, 100",5620 FLORENNES ,FLORENNES,5620,Eglise Protestante Unie de Belgique,ARPEE
Eglise Evangélique de Flavion,"Se renseigner chez Richard Libert, Rue Bourgmestre Octave Targez, 1",5600 PHILIPPEVILLE ,PHILIPPEVILLE,5600,Églises Mennonites,ARPEE
Armée du Salut,"Rue Emile Vandervelde, 83",6141 FONTAINE-L'EVÊQUE ,FONTAINE-L'EVÊQUE,6141,Armée du Salut,ARPEE
Assemblée de Dieu,"Rue Louis Delattre, 23",6140 FONTAINE-L'EVÊQUE ,FONTAINE-L'EVÊQUE,6140,Assemblées de Dieu Francophones de Belgique,ARPEE
Eglise protestante unie de Belgique,"Place Charles Brogniez, 22",6140 FONTAINE-L'EVÊQUE ,FONTAINE-L'EVÊQUE,6140,Eglise Protestante Unie de Belgique,ARPEE
Igreja Presbiteriana Renovada,"Rue Van Lint, 47 (1er étage)",1070 BRUSSEL-ANDERLECHT ,BRUSSEL-ANDERLECHT,1070,Onder de directe verantwoordelijkheid van de Uitvoerende Raad van de Federale Synode,ARPEE
Eglise protestante unie de Belgique,"Rue Joseph Dufrane, 15",7080 FRAMERIES ,FRAMERIES,7080,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante unie de Belgique,"Rue de la Régence, 1",7080 FRAMERIES ,FRAMERIES,7080,Eglise Protestante Unie de Belgique,ARPEE
Eglise Protestante Evangélique Christ Vie Nouvelle,"Salle La Fraternité, Terre à Cailloux, 38",7080 FRAMERIES ,FRAMERIES,7080,Union des Baptistes en Belgique,ARPEE
Eglise évangélique de Réveil,"Rue des Ecluses, 38",7080 FRAMERIES ,FRAMERIES,7080,Union des Églises Évangéliques de Réveil,ARPEE
Christelijk Centrum Levend Water,Holven 19,2440 GEEL ,GEEL,2440,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Eglise évangélique de Pentecôte La Pierre Vivante,"Ciné Royal, Rue du Moulin, 55 B",5030 GEMBLOUX ,GEMBLOUX,5030,Assemblées de Dieu Francophones de Belgique,ARPEE
Eglise protestante unie de Belgique,"Rue Paul Tournay, 23",5030 GEMBLOUX ,GEMBLOUX,5030,Eglise Protestante Unie de Belgique,ARPEE
Assemblée chrétienne évangélique,"Rue de Charleroi, 17 A",1470 GENAPPE ,GENAPPE,1470,Concertation des Églises Indépendantes,ARPEE
Christengemeente Zwartberg,Arbeidsstraat 56,3600 GENK ,GENK,3600,Evangelische Christengemeenten Vlaanderen,ARPEE
Pinkstergemeente Elim,Flikbergstraat 79,3600 GENK ,GENK,3600,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Protestantse Johanneskerk,Laatgoedstraat 60,3600 GENK ,GENK,3600,Eglise Protestante Unie de Belgique,ARPEE
Evangelische Gemeente Paulus,Evence Coppéelaan 31,3600 GENK ,GENK,3600,Vrije Evangelische Gemeenten,ARPEE
Eglise Mont Horeb,Ledebergplein 21,9050 GAND ,GAND,9050,Église de Dieu en Belgique,ARPEE
Evangelische Kerk Bourgoyen,Brugsesteenweg 325,9000 GAND ,GAND,9000,Evangelische Christengemeenten Vlaanderen,ARPEE
Adventkerk,Kortrijksepoortstraat 158,9000 GAND ,GAND,9000,Fédération des Eglises adventistes,ARPEE
Christelijke Gereformeerde Kerk - Evangelisch Centrum Rehobôth,Bij Sint-Jozef 5,9000 GAND ,GAND,9000,Gereformeerd Overleg Vlaanderen,ARPEE
Gereformeerd Kerkcentrum Kerk aan de Leie,Gordunakaai 28-30,9000 GAND ,GAND,9000,Gereformeerd Overleg Vlaanderen,ARPEE
Evangelische Gemeente De Rots,Vierweegsestraat 54,9032 GAND ,GAND,9032,Evangelische Christengemeenten Vlaanderen,ARPEE
Christelijke Gemeenschap Elim,Acaciastraat 2-4,9000 GAND ,GAND,9000,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Vineyard Ganda (voorheen: Goed Nieuws Christengemeenschap),"OCMW-Cultuurkapel Sint-Vincent, Sint-Antoniuskaai 10-12",9000 GAND ,GAND,9000,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Strong Tower Ministries,Harelbekestraat 64,9000 GAND ,GAND,9000,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Tabernacle de Victoire,Harelbekestraat 64,9000 GAND ,GAND,9000,Verbond van Vlaamse Pinkstergemeenten,ARPEE
VPKB (Brabantdam),Sint-Kristoffelstraat 1,9000 GAND ,GAND,9000,Eglise Protestante Unie de Belgique,ARPEE
VPKB (Rabot),Begijnhoflaan 31,9000 GAND ,GAND,9000,Eglise Protestante Unie de Belgique,ARPEE
Evangelische kerk De Bron,Nederzwijnaarde 23,9052 GAND ,GAND,9052,Vrije Evangelische Gemeenten,ARPEE
Vrije Evangelische Gemeente De Burg,Burgstraat 13,9000 GAND ,GAND,9000,Vrije Evangelische Gemeenten,ARPEE
Verenigde Protestantse Kerk in België,Adamstraat 26-28,9500 GRAMMONT ,GRAMMONT,9500,Eglise Protestante Unie de Belgique,ARPEE
Evangelisch Centrum De Levensbron,Boelarestraat 52,9500 GRAMMONT ,GRAMMONT,9500,Vrije Evangelische Gemeenten,ARPEE
Evangelische Gemeenschap Gistel,Koolaardstraat 20 B,8470 GISTEL ,GISTEL,8470,Mission Evangélique Belge,ARPEE
Eglise Protestante Baptiste Bethel,"Rue Simon Paque, 23-25",4460 GRACE-HOLLOGNE ,GRACE-HOLLOGNE,4460,Union des Baptistes en Belgique,ARPEE
Centre liégeois d'Evangélisation,"Rue Grégoire Chapuis, 43",4460 GRACE-HOLLOGNE ,GRACE-HOLLOGNE,4460,Union des Églises Évangéliques de Réveil,ARPEE
Christengemeente Emmanuel,Markt 10,3150 HAACHT ,HAACHT,3150,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Evangelische Gemeente Halle en Omstreken,Rodenemweg 165,1500 HAL ,HAL,1500,Vrije Evangelische Gemeenten,ARPEE
Evangelische Christengemeente Vlaanderen,Roerdompstraat 6,3945 HAM ,HAM,3945,Evangelische Christengemeenten Vlaanderen,ARPEE
Nouvelle Cité Charismatique Ministries,"Square de l'Aviation, 15 (2ème étage)",1070 BRUSSEL-ANDERLECHT ,BRUSSEL-ANDERLECHT,1070,Réseau Antioche,ARPEE
Christelijk Centrum Hamont,Transistorstraat 1,3930 HAMONT-ACHEL ,HAMONT-ACHEL,3930,Verbond van Vlaamse Pinkstergemeenten,ARPEE
La Nouvelle Jérusalem,Veldstraat 60,3500 HASSELT ,HASSELT,3500,Église de Dieu en Belgique,ARPEE
Adventkerk,Genkersteenweg 26,3500 HASSELT ,HASSELT,3500,Fédération des Eglises adventistes,ARPEE
Verenigde Protestantse Kerk in België,Kuringersteenweg 81,3500 HASSELT ,HASSELT,3500,Eglise Protestante Unie de Belgique,ARPEE
Evangelische Gemeente De Zaaier,Runkstersteenweg 303 - hoek Fazantenstraat,3500 HASSELT ,HASSELT,3500,Vrije Evangelische Gemeenten,ARPEE
Evangelische Kerk,Sint-Bernardsesteenweg 30,2620 HEMIKSEM ,HEMIKSEM,2620,Vrije Evangelische Gemeenten,ARPEE
Eglise protestante baptiste Le Saron,Rue Ulens 55,1080 BRUSSEL-SINT-JANS-MOLENBEEK ,BRUSSEL-SINT-JANS-MOLENBEEK,1080,Union des Baptistes en Belgique,ARPEE
Evangelisch Centrum Levende Hoop,Markgravenstraat 82,2200 HERENTALS ,HERENTALS,2200,Vrije Evangelische Gemeenten,ARPEE
Eglise protestante unie de Belgique,"Rue du Temple, 15",4040 HERSTAL ,HERSTAL,4040,Eglise Protestante Unie de Belgique,ARPEE
Mission évangélique belge,"Rue Nadet, 19",4040 HERSTAL ,HERSTAL,4040,Mission Evangélique Belge,ARPEE
Belgische Evangelische Zending,Karel Boomstraat 44,2320 HOOGSTRATEN ,HOOGSTRATEN,2320,Mission Evangélique Belge,ARPEE
Verenigde Protestantse Kerk in België,Korsele 39,9667 HOREBEKE ,HOREBEKE,9667,Eglise Protestante Unie de Belgique,ARPEE
Evangelische Christengemeente Vlaanderen,Guldensporenlaan 24 B,3530 HOUTHALEN-HELCHTEREN ,HOUTHALEN-HELCHTEREN,3530,Evangelische Christengemeenten Vlaanderen,ARPEE
Vrije Evangelische Gemeente Immanuel,Seringenstraat 4-6,3530 HOUTHALEN-HELCHTEREN ,HOUTHALEN-HELCHTEREN,3530,Vrije Evangelische Gemeenten,ARPEE
La Nouvelle Jérusalem,"Rue de Statte, 9",4500 HUY ,HUY,4500,Église de Dieu en Belgique,ARPEE
Eglise protestante évangélique,"Avenue Albert 1er, 21",4500 HUY ,HUY,4500,Association des Églises Protestantes Évangéliques de Belgique,ARPEE
Vrije Evangelische Gemeente Marcus,Schoolstraat 40 B,8480 ICHTEGEM ,ICHTEGEM,8480,Vrije Evangelische Gemeenten,ARPEE
Evangelische Kerk De Hoeksteen,Potyzestraat 69,8900 YPRES ,YPRES,8900,Evangelische Christengemeenten Vlaanderen,ARPEE
Adventkerk,Beluikstraat 19,8900 YPRES ,YPRES,8900,Fédération des Eglises adventistes,ARPEE
Christengemeente Peniël,Boezingsestraat 103,8906 YPRES ,YPRES,8906,Overleg van Autonome Evangelische Gemeenten,ARPEE
Christian Center Emmanuel,Sint-Catharinastraat 1,8900 YPRES ,YPRES,8900,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Verenigde Protestantse Kerk in België,Beluikstraat 19,8900 YPRES ,YPRES,8900,Eglise Protestante Unie de Belgique,ARPEE
Eglise Internationale de Jodoigne,"Salle Porte ouverte, Rue Saint-Médard, 54",1370 JODOIGNE ,JODOIGNE,1370,Union des Églises Évangéliques de Réveil,ARPEE
Eglise protestante unie de Belgique,"Rue du Temple, 13",7050 JURBISE ,JURBISE,7050,Eglise Protestante Unie de Belgique,ARPEE
First Baptist Church,"Chemin du Prince, 284",7050 JURBISE ,JURBISE,7050,Eglises en entente administrative avec l'EPUB,ARPEE
Evangelische Gemeente Kalmthout,"p/a Daniel Van de Velde, Putsesteenweg 70",2920 KALMTHOUT ,KALMTHOUT,2920,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Johanneskirche,Hasardstrasse 8,4721 LA CALAMINE ,LA CALAMINE,4721,Eglise Protestante Unie de Belgique,ARPEE
Protestantse gemeente De Hoeksteen,Zoutelaan 84,8300 KNOKKE-HEIST ,KNOKKE-HEIST,8300,Eglise Protestante Unie de Belgique,ARPEE
Evangelische Gemeente Knokke-Heist,"CM-gebouw, Hermans-Lybaertstraat 39",8301 KNOKKE-HEIST ,KNOKKE-HEIST,8301,Vrije Evangelische Gemeenten,ARPEE
Vrije Evangelische Gemeente van Koekelare,Bisschophoekstraat 31,8680 KOEKELARE ,KOEKELARE,8680,Vrije Evangelische Gemeenten,ARPEE
Evangelische Kerk,"Cultureel Centrum Mozaïek, Kerkplein 14",3720 KORTESSEM ,KORTESSEM,3720,Mission Evangélique Belge,ARPEE
Adventkerk,"Oud Gemeentehuis, Heulsekasteelstraat 1",8501 COURTRAI ,COURTRAI,8501,Fédération des Eglises adventistes,ARPEE
Christengemeente Ichthus,Brugsesteenweg 259,8500 COURTRAI ,COURTRAI,8500,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Jezus Levend Water voor alle natiën,Sint-Denijsestraat 208 A,8500 COURTRAI ,COURTRAI,8500,Overleg van Autonome Evangelische Gemeenten,ARPEE
Verenigde Protestantse Kerk in België,Bloemistenstraat 2 A,8500 COURTRAI ,COURTRAI,8500,Eglise Protestante Unie de Belgique,ARPEE
Evangelische Kerk De Pottenbakker,Meensestraat 83,8500 COURTRAI ,COURTRAI,8500,Vrije Evangelische Gemeenten,ARPEE
Evangelische Christengemeente Vlaanderen,Kattestraat 27,8520 KUURNE ,KUURNE,8520,Evangelische Christengemeenten Vlaanderen,ARPEE
Centre Evangélique Protestant,"Rue Florentine Joos-Lambert, 23",7110 LA LOUVIÈRE ,LA LOUVIÈRE,7110,Concertation des Églises Indépendantes,ARPEE
Presbyterian Church of Ghana,Zandpoortvest 27,2800 MECHELEN ,MECHELEN,2800,Eglises affilié à l'EPUB,ARPEE
La Nouvelle Jérusalem,"Rue du Thiriau du Luc, 10",7100 LA LOUVIÈRE ,LA LOUVIÈRE,7100,Église de Dieu en Belgique,ARPEE
Eglise protestante unie de Belgique,"Rue Henri Aubry, 19",7100 LA LOUVIÈRE ,LA LOUVIÈRE,7100,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante unie de Belgique,"Rue du Temple, 29-31",7100 LA LOUVIÈRE ,LA LOUVIÈRE,7100,Eglise Protestante Unie de Belgique,ARPEE
Eglise protestante évangélique,"Rue Anatole France, 3-5",7100 LA LOUVIÈRE ,LA LOUVIÈRE,7100,Association des Églises Protestantes Évangéliques de Belgique,ARPEE
Eglise adventiste,"Chaussée Paul Houtart, 10",7110 LA LOUVIÈRE ,LA LOUVIÈRE,7110,Fédération des Eglises adventistes,ARPEE
Eglise Baptiste,"Rue Saint-Alexandre, 38",7100 LA LOUVIÈRE ,LA LOUVIÈRE,7100,Union des Baptistes en Belgique,ARPEE
Gemeente van Christus,"Residentie Capricornus, Steenweg 243",3620 LANAKEN ,LANAKEN,3620,Overleg van Autonome Evangelische Gemeenten,ARPEE
Evangelische Baptistengemeente De Bron,Kerkstraat 19,3400 LANDEN ,LANDEN,3400,Union des Baptistes en Belgique,ARPEE
Protestants-Evangelische kerk,Hannuitsesteenweg 76,3400 LANDEN ,LANDEN,3400,Eglises affilié à l'EPUB,ARPEE
Assemblée protestante évangélique,"Place de Ransbeck, 8",1380 LASNE ,LASNE,1380,Assemblées Protestantes Évangéliques de Belgique,ARPEE
Assemblée protestante évangélique,"Chemin de Chièvres, 37 B",7860 LESSINES ,LESSINES,7860,Assemblées Protestantes Évangéliques de Belgique,ARPEE
La Nouvelle Jérusalem,Tiensesteenweg 388,3000 LOUVAIN ,LOUVAIN,3000,Église de Dieu en Belgique,ARPEE
Gods Ambassade,Bergstraat 156,3010 LOUVAIN ,LOUVAIN,3010,Overleg van Autonome Evangelische Gemeenten,ARPEE
International Church of Evangelicals Leuven (ICEL),"Pauscollege, Hogeschoolplein 3",3000 LOUVAIN ,LOUVAIN,3000,Overleg van Autonome Evangelische Gemeenten,ARPEE
Christ Centered Church,"Alma 3, Zaal De Koelisse",3001 LOUVAIN ,LOUVAIN,3001,Verbond van Vlaamse Pinkstergemeenten,ARPEE
"Christengemeente ""Focus on Christ""",Andreas Vesaliusstraat 2,3000 LOUVAIN ,LOUVAIN,3000,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Igreja Pentecostal Deus é Fiel,Van Arteveldestraat 7,2060 ANTWERPEN ,ANTWERPEN,2060,Verbond van Vlaamse Pinkstergemeenten,ARPEE
Verenigde Protestantse Kerk in België,Matadilaan 6,3001 LOUVAIN ,LOUVAIN,3001,Eglise Protestante Unie de Belgique,ARPEE
Evangelische Gemeente Leuven,Sint-Jansbergsesteenweg 97,3001 LOUVAIN ,LOUVAIN,3001,Vrije Evangelische Gemeenten,ARPEE
